book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,cleaned_authors,cleaned_title,top_5_tags
665,6690798,6690798,2802546,101,0345504968,9780345504970,Justin Cronin,2010,The Passage,"The Passage (The Passage, #1)",eng,4.04,126993,145772,16506,3522,7867,24461,53735,56187,https://images.gr-assets.com/books/1327874267m/6690798.jpg,https://images.gr-assets.com/books/1327874267s/6690798.jpg,justin cronin,the passage the passage 1,"to-read, currently-reading, horror, audiobooks, science-fiction"
666,2744,2744,1007964,112,0060515198,9780060515200,Neil Gaiman,2005,Anansi Boys,Anansi Boys,eng,4.0,137639,153465,7758,1219,5671,32195,66653,47727,https://images.gr-assets.com/books/1479778049m/2744.jpg,https://images.gr-assets.com/books/1479778049s/2744.jpg,neil gaiman,anansi boys,"to-read, fantasy, currently-reading, fiction, favorites"
668,18693763,18693763,26542311,62,159420571X,9781594205710,Celeste Ng,2014,Everything I Never Told You,Everything I Never Told You,eng,3.78,108703,134550,15177,2352,8110,36543,57858,29687,https://images.gr-assets.com/books/1386795198m/18693763.jpg,https://images.gr-assets.com/books/1386795198s/18693763.jpg,celeste ng,everything i never told you,"to-read, currently-reading, audiobook, audiobooks, audio"
669,9328,9328,3374404,243,0553383809,9780553383800,"Isabel Allende, Magda Bogin",1982,La casa de los espíritus,The House of the Spirits,en-US,4.2,119930,140339,5244,1380,4506,21376,50822,62255,https://images.gr-assets.com/books/1358615501m/9328.jpg,https://images.gr-assets.com/books/1358615501s/9328.jpg,isabel allende magda bogin,the house of the spirits,"to-read, fiction, magical-realism, historical-fiction, classics"
670,11573,11573,2745957,145,0451155750,9780451155760,Stephen King,1979,The Dead Zone,The Dead Zone,en-US,3.9,132723,139386,2294,1371,7164,37094,52341,41416,https://images.gr-assets.com/books/1283509622m/11573.jpg,https://images.gr-assets.com/books/1283509622s/11573.jpg,stephen king,the dead zone,"to-read, thriller, currently-reading, favorites, stephen-king"
672,16304,853510,2285570,429,0425200450,9780425200450,Agatha Christie,1934,Murder in the Calais Coach,"Murder on the Orient Express (Hercule Poirot, #10)",eng,4.16,138444,173662,8713,706,4027,30417,70825,67687,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,agatha christie,murder on the orient express hercule poirot 10,"mystery, to-read, currently-reading, classics, fiction"
673,15796700,15796700,21519538,83,0307271080,9780307271080,Chimamanda Ngozi Adichie,2013,Americanah,Americanah,eng,4.26,113252,135108,13831,1764,3564,16174,50092,63514,https://images.gr-assets.com/books/1356654499m/15796700.jpg,https://images.gr-assets.com/books/1356654499s/15796700.jpg,chimamanda ngozi adichie,americanah,"to-read, fiction, favorites, book-club, africa"
675,233667,233667,1803,154,0451167805,9780451167800,Stephen King,1980,Firestarter,Firestarter,eng,3.85,142213,148131,1859,1589,9090,42672,51583,43197,https://images.gr-assets.com/books/1394208032m/233667.jpg,https://images.gr-assets.com/books/1394208032s/233667.jpg,stephen king,firestarter,"to-read, horror, stephen-king, fiction, currently-reading"
678,18293427,18293427,25694131,79,1616203218,9781616203210,Gabrielle Zevin,2014,The Storied Life of A.J. Fikry,The Storied Life of A.J. Fikry,eng,3.98,115393,145313,20980,2685,5844,28640,63184,44960,https://images.gr-assets.com/books/1404582137m/18293427.jpg,https://images.gr-assets.com/books/1404582137s/18293427.jpg,gabrielle zevin,the storied life of aj fikry,"to-read, currently-reading, fiction, favorites, book-club"
679,475339,475339,2666907,74,0590133373,9780590133370,Ludwig Bemelmans,1939,Mad About Madeline,Madeline,en-GB,4.22,156726,158318,1407,2361,5708,26834,43736,79679,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,ludwig bemelmans,madeline,"to-read, childrens, picture-books, children-s-books, children"
681,8337,8337,1200805,132,0060885378,9780060885370,"Laura Ingalls Wilder, Garth Williams",1932,Little House In The Big Woods,"Little House in the Big Woods (Little House, #1)",eng,4.16,165127,177991,4096,2773,5952,31155,57916,80195,https://images.gr-assets.com/books/1475195170m/8337.jpg,https://images.gr-assets.com/books/1475195170s/8337.jpg,laura ingalls wilder garth williams,little house in the big woods little house 1,"to-read, classics, currently-reading, historical-fiction, childhood"
682,14201,14201,3921305,124,0765356155,9780765356150,Susanna Clarke,2004,Jonathan Strange & Mr Norrell,Jonathan Strange & Mr Norrell,eng,3.8,133683,154688,11516,8086,14044,30972,48696,52890,https://images.gr-assets.com/books/1357027589m/14201.jpg,https://images.gr-assets.com/books/1357027589s/14201.jpg,susanna clarke,jonathan strange  mr norrell,"to-read, fantasy, currently-reading, fiction, favorites"
684,12127810,12127810,21539506,63,1423146727,9781423146730,Rick Riordan,2013,The House of Hades,"The House of Hades (The Heroes of Olympus, #4)",eng,4.54,159774,175407,11843,698,1916,12999,45501,114293,https://images.gr-assets.com/books/1464201430m/12127810.jpg,https://images.gr-assets.com/books/1464201430s/12127810.jpg,rick riordan,the house of hades the heroes of olympus 4,"to-read, favorites, currently-reading, fantasy, young-adult"
688,10847,10847,1723947,37,0330419129,9780330419120,Jon Krakauer,2003,Under the Banner of Heaven: A Story of Violent Faith,Under the Banner of Heaven: A Story of Violent Faith,eng,3.98,112167,123697,8947,1958,5259,25101,52050,39329,https://images.gr-assets.com/books/1356441391m/10847.jpg,https://images.gr-assets.com/books/1356441391s/10847.jpg,jon krakauer,under the banner of heaven a story of violent faith,"to-read, non-fiction, currently-reading, nonfiction, religion"
689,11447921,11447921,16381755,51,0061928127,9780061928120,Jess Walter,2012,Beautiful Ruins,Beautiful Ruins,eng,3.67,116053,128321,13738,2869,10393,38113,51164,25782,https://images.gr-assets.com/books/1338161553m/11447921.jpg,https://images.gr-assets.com/books/1338161553s/11447921.jpg,jess walter,beautiful ruins,"to-read, currently-reading, fiction, book-club, favorites"
691,10569,10569,150292,122,0743455967,9780743455960,Stephen King,1999,On Writing: A Memoir of the Craft,On Writing: A Memoir of the Craft,eng,4.31,131481,151918,11807,1361,3497,18862,51470,76728,https://images.gr-assets.com/books/1436735207m/10569.jpg,https://images.gr-assets.com/books/1436735207s/10569.jpg,stephen king,on writing a memoir of the craft,"to-read, currently-reading, non-fiction, writing, favorites"
693,455373,455373,2651694,122,0345418972,9780345418980,Michael Crichton,1987,Sphere,Sphere,eng,3.77,128244,135005,2313,1851,9728,40085,49513,33828,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,michael crichton,sphere,"to-read, science-fiction, sci-fi, fiction, thriller"
695,18214414,18214414,25639104,109,0316206873,9780316206880,"Robert Galbraith, J.K. Rowling",2014,The Silkworm,"The Silkworm (Cormoran Strike, #2)",eng,4.03,120008,145146,13549,1330,4361,27130,67680,44645,https://images.gr-assets.com/books/1392577290m/18214414.jpg,https://images.gr-assets.com/books/1392577290s/18214414.jpg,robert galbraith jk rowling,the silkworm cormoran strike 2,"mystery, fiction, to-read, series, crime"
696,43814,43814,3241580,111,0345476883,9780345476880,Anne Rice,1985,The Vampire Lestat,"The Vampire Lestat (The Vampire Chronicles, #2)",eng,4.05,141299,150967,3097,1531,6801,30996,54376,57263,https://images.gr-assets.com/books/1347515742m/43814.jpg,https://images.gr-assets.com/books/1347515742s/43814.jpg,anne rice,the vampire lestat the vampire chronicles 2,"to-read, horror, fantasy, vampires, currently-reading"
697,9118135,9118135,14893776,49,0062049801,9780062049800,Ann Patchett,2011,State of Wonder,State of Wonder,eng,3.85,124837,135740,14781,2243,8179,32560,57115,35643,https://images.gr-assets.com/books/1454428541m/9118135.jpg,https://images.gr-assets.com/books/1454428541s/9118135.jpg,ann patchett,state of wonder,"fiction, currently-reading, to-read, book-club, favorites"
699,33507,33507,1112418,1691,076072850X,9780760728500,"Jules Verne, Anthony Bonner",1869,Vingt Mille Lieues Sous les Mers,Twenty Thousand Leagues Under the Sea,eng,3.86,121112,148698,4608,2333,8924,38817,55211,43413,https://images.gr-assets.com/books/1494979127m/33507.jpg,https://images.gr-assets.com/books/1494979127s/33507.jpg,jules verne anthony bonner,twenty thousand leagues under the sea,"to-read, currently-reading, classics, science-fiction, fiction"
701,14942,14942,841320,572,0151009988,9780151009980,"Virginia Woolf, Maureen Howard",1925,Mrs Dalloway,Mrs. Dalloway,en-US,3.78,136327,158347,6360,6254,13779,37308,52528,48478,https://images.gr-assets.com/books/1479336522m/14942.jpg,https://images.gr-assets.com/books/1479336522s/14942.jpg,virginia woolf maureen howard,mrs dalloway,"to-read, currently-reading, classics, fiction, favorites"
703,10589,10589,3254516,134,067102423X,9780671024240,Stephen King,1998,Bag of Bones,Bag of Bones,en-US,3.87,131004,137867,3087,2377,9330,35689,46716,43755,https://images.gr-assets.com/books/1365592796m/10589.jpg,https://images.gr-assets.com/books/1365592796s/10589.jpg,stephen king,bag of bones,"to-read, horror, stephen-king, currently-reading, fiction"
704,4687,4687,3875895,114,0786226749,9780786226740,John Irving,1985,The Cider House Rules,The Cider House Rules,eng,4.1,124876,134263,3170,1250,4327,23669,55302,49715,https://images.gr-assets.com/books/1327962519m/4687.jpg,https://images.gr-assets.com/books/1327962519s/4687.jpg,john irving,the cider house rules,"to-read, fiction, currently-reading, favorites, historical-fiction"
705,10605,10605,2791999,132,0451190750,9780451190760,"Richard Bachman, Stephen King",1984,Thinner,Thinner,en-GB,3.66,130219,136473,1641,2810,13288,44786,41617,33972,https://images.gr-assets.com/books/1346947063m/10605.jpg,https://images.gr-assets.com/books/1346947063s/10605.jpg,richard bachman stephen king,thinner,"horror, to-read, fiction, thriller, books-i-own"
706,54479,54479,4537271,1903,014044906X,9780140449070,"Jules Verne, Michael Glencross, Brian W. Aldiss",1872,Le tour du monde en quatre-vingts jours,Around the World in Eighty Days,eng,3.9,117108,141132,4341,1273,6693,36897,55603,40666,https://images.gr-assets.com/books/1308815551m/54479.jpg,https://images.gr-assets.com/books/1308815551s/54479.jpg,jules verne michael glencross brian w aldiss,around the world in eighty days,"to-read, classics, currently-reading, fiction, adventure"
707,53496,53496,1237212,65,0060739495,9780060739490,Sharon Creech,1994,Walk Two Moons,Walk Two Moons,eng,3.95,129350,132970,5530,3251,8401,29328,43060,48930,https://images.gr-assets.com/books/1389035862m/53496.jpg,https://images.gr-assets.com/books/1389035862s/53496.jpg,sharon creech,walk two moons,"to-read, young-adult, favorites, currently-reading, fiction"
709,4009,4009,1839377,155,0316767727,9780316767730,J.D. Salinger,1953,Nine Stories,Nine Stories,eng,4.19,105138,117297,3423,1416,3591,18615,41479,52196,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,jd salinger,nine stories,"to-read, american-literature, short-story-collections, 20th-century, stories"
710,13747,13747,3338312,64,031610969X,9780316109700,Julie Powell,2005,"Julie & Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen","Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen: How One Girl Risked Her Marriage, Her Job, and Her Sanity to Master the Art of Living",eng,3.67,121373,129563,7434,4405,11803,37340,44811,31204,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,julie powell,julie and julia 365 days 524 recipes 1 tiny apartment kitchen how one girl risked her marriage her job and her sanity to master the art of living,"to-read, non-fiction, memoir, food, nonfiction"
712,10988,10988,3123704,96,0385335989,9780385335980,Diana Gabaldon,1996,"Drums of Autumn (Outlander, #4)","Drums of Autumn (Outlander, #4)",eng,4.34,123736,145728,5743,584,2679,18529,48756,75180,https://images.gr-assets.com/books/1500688941m/10988.jpg,https://images.gr-assets.com/books/1500688941s/10988.jpg,diana gabaldon,drums of autumn outlander 4,"to-read, historical-fiction, romance, favorites, fantasy"
714,12938,12938,2342136,1108,074348276X,9780743482770,William Shakespeare,1603,The Tragedie of King Lear,King Lear,eng,3.89,135448,147282,3079,2825,10502,36179,47682,50094,https://images.gr-assets.com/books/1331563731m/12938.jpg,https://images.gr-assets.com/books/1331563731s/12938.jpg,william shakespeare,king lear,"to-read, classics, plays, currently-reading, shakespeare"
715,12898,12898,2722054,139,0435233076,9780435233080,Arthur Miller,1949,Death of a Salesman,Death of a Salesman,eng,3.49,132061,147597,3486,6733,19241,46338,46051,29234,https://images.gr-assets.com/books/1469024140m/12898.jpg,https://images.gr-assets.com/books/1469024140s/12898.jpg,arthur miller,death of a salesman,"plays, classics, fiction, currently-reading, favorites"
718,10975,10975,1168289,221,-,-,William Faulkner,1929,The Sound and the Fury,The Sound and the Fury,eng,3.86,124665,133331,5485,6725,10848,26021,40913,48824,https://images.gr-assets.com/books/1433089995m/10975.jpg,https://images.gr-assets.com/books/1433089995s/10975.jpg,william faulkner,the sound and the fury,"fiction, favorites, literature, classic, books-i-own"
722,9539,9539,6591373,83,0812513738,9780812513740,Robert Jordan,1992,The Shadow Rising ,"The Shadow Rising (Wheel of Time, #4)",en-US,4.21,122524,130562,2145,930,3327,20346,48728,57231,https://images.gr-assets.com/books/1470841890m/9539.jpg,https://images.gr-assets.com/books/1470841890s/9539.jpg,robert jordan,the shadow rising wheel of time 4,"to-read, fantasy, currently-reading, fiction, wheel-of-time"
724,2233407,2233407,3159807,67,0441015891,9780441015890,Charlaine Harris,2008,From Dead to Worse,"From Dead to Worse (Sookie Stackhouse, #8)",eng,4.01,151095,161814,3500,946,5941,37809,62516,54602,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,charlaine harris,from dead to worse sookie stackhouse 8,"to-read, vampires, fantasy, paranormal, urban-fantasy"
725,34084,34084,1810634,151,0670032565,9780670032560,"Stephen King, Ned Dameron",1991,The Waste Lands,"The Waste Lands (The Dark Tower, #3)",eng,4.24,117483,135257,3844,801,3169,19831,50959,60497,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,stephen king ned dameron,the waste lands the dark tower 3,"to-read, currently-reading, fantasy, stephen-king, fiction"
727,101299,101299,23684,183,0375408266,9780375408270,"Bernhard Schlink, Carol Brown Janeway",1995,Der Vorleser,The Reader,eng,3.73,119911,141705,8529,2975,10982,39603,55731,32414,https://images.gr-assets.com/books/1327936339m/101299.jpg,https://images.gr-assets.com/books/1327936339s/101299.jpg,bernhard schlink carol brown janeway,the reader,"to-read, fiction, historical-fiction, currently-reading, favorites"
729,77566,77566,1383900,107,0553283685,9780553283690,Dan Simmons,1989,Hyperion,"Hyperion (Hyperion Cantos, #1)",eng,4.21,122225,130489,5640,2284,5503,18329,41131,63242,https://images.gr-assets.com/books/1405546838m/77566.jpg,https://images.gr-assets.com/books/1405546838s/77566.jpg,dan simmons,hyperion hyperion cantos 1,"to-read, sci-fi, favorites, fiction, scifi"
730,5308,5308,195832,233,0142000698,9780142000690,John Steinbeck,1947,The Pearl of the World,The Pearl,eng,3.41,133264,145891,6121,8757,18361,48458,45467,24848,https://images.gr-assets.com/books/1437234939m/5308.jpg,https://images.gr-assets.com/books/1437234939s/5308.jpg,john steinbeck,the pearl,"to-read, classics, fiction, currently-reading, classic"
731,179780,179780,1945267,1,0061007226,9780061007220,William Peter Blatty,1971,The Exorcist,The Exorcist,en-US,4.14,124467,130575,2850,2211,4877,22809,43470,57208,https://images.gr-assets.com/books/1375168676m/179780.jpg,https://images.gr-assets.com/books/1375168676s/179780.jpg,william peter blatty,the exorcist,"to-read, horror, currently-reading, fiction, favorites"
733,77142,77142,1677615,97,067976402X,9780679764020,David Guterson,1994,Snow Falling on Cedars,Snow Falling on Cedars,eng,3.8,131945,136212,3881,2507,9023,35994,54408,34280,https://images.gr-assets.com/books/1479863528m/77142.jpg,https://images.gr-assets.com/books/1479863528s/77142.jpg,david guterson,snow falling on cedars,"to-read, fiction, currently-reading, historical-fiction, favorites"
